-10,-15,0
-9.66667,-15,0
-9.33333,-15,0
-9,-15,0
-8.66667,-15,0
-8.33333,-15,0
-8,-15,0
-7.66667,-15,0
-7.33333,-15,0
-7,-15,0
-6.66667,-15,0
-6.33333,-15,0
-6,-15,0
-5.66667,-15,0
-5.33333,-15,0
-5,-15,0
-4.66667,-15,0
-4.33333,-15,0
-4,-15,0
-3.66667,-15,0
-3.33333,-15,0
-3,-15,0
-2.66667,-15,0
-2.33333,-15,0
-2,-15,0
-1.66667,-15,0
-1.33333,-15,0
-1,-15,0
-0.666666,-15,0
-0.333333,-15,0
0,-15,0
0.333334,-15,0
0.666667,-15,0
1,-15,0
1.33333,-15,0
1.66667,-15,0
2,-15,0
2.33333,-15,0
2.66667,-15,0
3,-15,0
3.33333,-15,0
3.66667,-15,0
4,-15,0
4.33333,-15,0
4.66667,-15,0
5,-15,0
5.33333,-15,0
5.66667,-15,0
6,-15,0
6.33333,-15,0
6.66667,-15,0
7,-15,0
7.33333,-15,0
7.66667,-15,0
8,-15,0
8.33333,-15,0
8.66667,-15,0
9,-15,0
9.33333,-15,0
9.66667,-15,0
-10,-14.6667,0
-9.66667,-14.6667,0
-9.33333,-14.6667,0
-9,-14.6667,0
-8.66667,-14.6667,0
-8.33333,-14.6667,0
-8,-14.6667,0
-7.66667,-14.6667,0
-7.33333,-14.6667,0
-7,-14.6667,0
-6.66667,-14.6667,0
-6.33333,-14.6667,0
-6,-14.6667,0
-5.66667,-14.6667,0
-5.33333,-14.6667,0
-5,-14.6667,0
-4.66667,-14.6667,0
-4.33333,-14.6667,0
-4,-14.6667,0
-3.66667,-14.6667,0
-3.33333,-14.6667,0
-3,-14.6667,0
-2.66667,-14.6667,0
-2.33333,-14.6667,0
-2,-14.6667,0
-1.66667,-14.6667,0
-1.33333,-14.6667,0
-1,-14.6667,0
-0.666666,-14.6667,0
-0.333333,-14.6667,0
0,-14.6667,0
0.333334,-14.6667,0
0.666667,-14.6667,0
1,-14.6667,0
1.33333,-14.6667,0
1.66667,-14.6667,0
2,-14.6667,0
2.33333,-14.6667,0
2.66667,-14.6667,0
3,-14.6667,0
3.33333,-14.6667,0
3.66667,-14.6667,0
4,-14.6667,0
4.33333,-14.6667,0
4.66667,-14.6667,0
5,-14.6667,0
5.33333,-14.6667,0
5.66667,-14.6667,0
6,-14.6667,0
6.33333,-14.6667,0
6.66667,-14.6667,0
7,-14.6667,0
7.33333,-14.6667,0
7.66667,-14.6667,0
8,-14.6667,0
8.33333,-14.6667,0
8.66667,-14.6667,0
9,-14.6667,0
9.33333,-14.6667,0
9.66667,-14.6667,0
-10,-14.3333,0
-9.66667,-14.3333,0
-9.33333,-14.3333,0
-9,-14.3333,0
-8.66667,-14.3333,0
-8.33333,-14.3333,0
-8,-14.3333,0
-7.66667,-14.3333,0
-7.33333,-14.3333,0
